FEATURE_NAME	STATE_ALPHA	PRIM_LAT_DEC	PRIM_LONG_DEC		
Sombrero Peak	AZ	33.8472713	-110.782614		
Sonoita	AZ	31.6795337	-110.6553594		
Springerville	AZ	34.1333799	-109.2859196		
Spud Rock	AZ	32.2200751	-110.5506352		
Summerhaven	AZ	32.438687	-110.7598173		
Sunflower	AZ	33.8642086	-111.4676349		
Sunset Crater Volcano National Monument	AZ	35.3708416	-111.5084903		
Sunset Peak	AZ	33.1225633	-109.2264594		
Superior	AZ	33.293945	-111.0962305		
Superstition Mountains	AZ	33.4286606	-111.4181856		
Taylor	AZ	34.4650374	-110.0912265		
Tonto Basin	AZ	33.9303201	-111.3087432		
Tonto National Monument	AZ	33.6478266	-111.1145662		
Tortilla Flat	AZ	33.5264365	-111.3898523		
Tortolita Mountains	AZ	32.4903492	-111.061772		
Tubac	AZ	31.61259	-111.0459238		
Tumacacori Mountains	AZ	31.5575911	-111.1209255		
Tumacacori National Historical Park	AZ	31.5681465	-111.0506458		
Tuzigoot National Monument	AZ	34.7708537	-112.0259912		
Verde River	AZ	33.5469892	-111.660693		
Wagoner	AZ	34.2136393	-112.5357279		
Walnut Canyon National Monument	AZ	35.1666816	-111.5051567		
Weaver Mountains	AZ	34.2158591	-112.7785129		
Whetstone Mountains	AZ	31.8114757	-110.4186871		
Williams	AZ	35.2494566	-112.1910031		
Winona	AZ	35.2050122	-111.4082096		
Mount Wrightson	AZ	31.6961994	-110.8484195		
Yavapai-Prescott Reservation	AZ	34.550665	-112.435083		
Fort McDowell Yavapai Nation Reservation	AZ	33.64116	-111.664525		
Maricopa County	AZ	33.5000399	-112.5007197		
Salt River Reservation	AZ	33.520194	-111.793315		
Green Valley	AZ	31.8542511	-110.9937019		
Saguaro National Park East Unit (historical)	AZ	32.1667436	-110.5839688		
Tanque Verde	AZ	32.2517423	-110.7373056		
Wupatki National Monument	AZ	35.5583357	-111.3534816		
Granville	AZ	33.1889507	-109.3825756		
Gila County	AZ	33.5167212	-110.5173256		
Santa Cruz County	AZ	31.5834261	-110.5839706		
Coronado National Memorial	AZ	31.3501018	-110.2839678		
Santa Maria Mountains	AZ	34.8416856	-112.8754617		
Navajo Nation Reservation	AZ	35.6247223	-111.2509781		
Mormon Lake	AZ	34.9475208	-111.454872		
Greenlee County	AZ	33.3750584	-109.375634		
Navajo County	AZ	36.9374972	-110.8131938		
Yavapai County	AZ	34.5083582	-112.375722		
Sibyl	AZ	31.9517505	-110.1939606		
Constellation	AZ	34.0633634	-112.5823965		
Kaibab	AZ	36.896652	-112.7407596		
Cave Creek Reservoir	AZ	33.7255943	-112.0470947		
Gila River	AZ	32.7197692	-114.5552281		
Tusayan	AZ	35.9735954	-112.1265569		
Show Low	AZ	34.2542084	-110.0298327		
Aravaipa Canyon	AZ	32.8458999	-110.636767		
Santa Teresa Mountains	AZ	32.8945079	-110.193142		
Shungopavi	AZ	35.8055607	-110.5279123		
Mohave Mountains	AZ	34.6383424	-114.3880133		
Theodore Roosevelt Lake	AZ	33.6717149	-111.1612349		
Peloncillo Mountains	AZ	32.2000823	-109.0089464		
Gadsden	AZ	32.5544974	-114.7849577		
San Luis	AZ	32.4869996	-114.7821796		
Yuma Valley	AZ	32.5000548	-114.800236		
Topock Marsh	AZ	34.7763949	-114.5144066		
Tucson	AZ	32.2217429	-110.926479		
La Paz County	AZ	33.6255863	-113.8763252		
Tonto National Forest	AZ	33.8333763	-111.4173557		
Sitgreaves National Forest	AZ	34.4167043	-110.5009569		
Coconino National Forest	AZ	35.0002948	-111.6673795		
Kaibab National Forest	AZ	35.8333226	-112.0840539		
Prescott National Forest	AZ	34.5833571	-112.6007292		
Phoenix	AZ	33.4483771	-112.0740373		
Casa Grande National Monument	AZ	32.9970051	-111.5320692		
Red Lake	AZ	36.3224925	-110.9493112		
Canyon de Chelly National Monument	AZ	36.1552818	-109.5089952		
Coronado National Forest	AZ	32.50063	-110.6673168		
Oraibi	AZ	35.8763922	-110.6404148		
Grand Wash Cliffs	AZ	35.9833207	-113.9674565		
Altar Valley	AZ	32.1314666	-111.2778803		
Hualapai Indian Reservation	AZ	35.520666	-113.406922		
Sycamore Canyon	AZ	34.8639081	-112.07155		
Havasupai Reservation	AZ	36.160989	-112.613439		
Colorado River	AZ	31.9	-114.9508333		
Tunitcha Mountains	AZ	36.350003	-109.0839866		
Glen Canyon	AZ	36.8644321	-111.5879381		
Lake Powell	AZ	36.9360993	-111.4840472		
Defiance Plateau	AZ	35.8333457	-109.242321		
Tacna	AZ	32.6975472	-113.9535427		
State of Arizona	AZ	34.5003037	-111.5009764		
Apache National Forest	AZ	33.583389	-109.0839609		
Mad River	CA	40.9420702	-124.1350657		
Alcatraz Island	CA	37.8265946	-122.4233048		
Alum Rock	CA	37.3660513	-121.8271756		
Big Lagoon	CA	41.1742902	-124.1172931		
Big Sage Reservoir	CA	41.5779467	-120.6266257		
Birds Landing	CA	38.132695	-121.8707927		
Black Fox Mountain	CA	41.3462693	-121.8902772		
Black Point	CA	38.6790792	-123.4319533		
Blocksburg	CA	40.2759769	-123.6364206		
Bodega Head	CA	38.3110284	-123.0661134		
Briones Reservoir	CA	37.9138134	-122.2083007		
Bruhel Point	CA	39.6076604	-123.7864063		
Calaveras Reservoir	CA	37.4924364	-121.8207882		
Canby	CA	41.4437793	-120.8702442		
Cedar Pass	CA	41.5623932	-120.2688373		
Cedarville	CA	41.5290606	-120.1732781		
Centerville	CA	36.7338394	-119.4979071		
Lake Chabot	CA	37.7296516	-122.1216312		
Clarksburg	CA	38.4204651	-121.5271772		
Clear Lake Reservoir	CA	41.9271043	-121.0780348		
Colusa National Wildlife Refuge	CA	39.1573917	-122.0433058		
Conejo	CA	36.5182834	-119.7190244		
Coon Creek	CA	38.8451768	-121.5757931		
Copco Lake	CA	41.9787528	-122.3339073		
Coyote Lake	CA	37.1185556	-121.5485524		
Crater Peak	CA	40.6979357	-121.6213741		
Mount Diablo	CA	37.8815913	-121.9138472		
Dos Rios	CA	39.7168221	-123.3533476		
Douglas City	CA	40.6520897	-122.9447474		
Drakes Bay	CA	38.0118711	-122.9191619		
Dunnigan	CA	38.8851773	-121.9696908		
Eagle Lake	CA	40.6448941	-120.743845		
Eagle Peak	CA	41.2835067	-120.2007766		
Lake Earl	CA	41.8256693	-124.1886932		
Eureka Valley	CA	37.1110433	-117.7078581		
Farmington Flood Control Basin	CA	37.9063145	-120.9338256		
Feather River	CA	38.7854568	-121.6213493		
Folsom Lake	CA	38.7074027	-121.1560578		
Fort Dick	CA	41.8678909	-124.1489706		
Fredonyer Peak	CA	40.6879519	-120.6002299		
French Gulch	CA	40.7007031	-122.6383512		
Friant	CA	36.9877274	-119.7118118		
Garberville	CA	40.1001449	-123.795029		
Gerber	CA	40.0562678	-122.1502688		
Geyserville	CA	38.707687	-122.9024964		
Golden Gate	CA	37.8152063	-122.4796944		
Goose Lake	CA	41.9165543	-120.4344012		
Greenbrae	CA	37.9485354	-122.5246979		
Grimes	CA	39.0743383	-121.8938583		
Gualala	CA	38.7657447	-123.5280651		
Guinda	CA	38.8290674	-122.1938633		
Twain	CA	40.0201673	-121.0719031		
Mount Hamilton	CA	37.3418834	-121.6430017		
Helm	CA	36.5316159	-120.0982058		
Hobergs	CA	38.8435139	-122.7244339		
Honcut	CA	39.3290561	-121.5338564		
Horse Lake	CA	40.6612866	-120.5007821		
Igo	CA	40.5054281	-122.5416799		
Inverness Ridge	CA	38.1015897	-122.8869389		
Kneeland	CA	40.7612425	-123.9947779		
Knights Landing	CA	38.7996238	-121.718297		
Last Chance Mountain	CA	37.2802092	-117.6995285		
Laughlin Range	CA	39.3257211	-123.2708411		
Leggett	CA	39.8657071	-123.7141884		
Leviathan Peak	CA	38.6832404	-119.6118376		
Loma Prieta	CA	37.1107807	-121.8446759		
Lower Yosemite Fall	CA	37.751314	-119.5965547		
Lytton	CA	38.659354	-122.8716615		
Madeline	CA	41.0510078	-120.4755054		
Madeline Plains	CA	40.8554532	-120.4332807		
Maple Creek	CA	41.1604017	-124.1036814		
Mattole River	CA	40.3023576	-124.3539389		
Maxwell	CA	39.2762768	-122.191366		
Lake Mendocino	CA	39.1998913	-123.1844489		
Merced National Wildlife Refuge	CA	37.1791101	-120.63658		
Middletown	CA	38.7524045	-122.6149853		
Miranda	CA	40.2345864	-123.8236457		
Mokelumne Hill	CA	38.3004709	-120.7063219		
Mokelumne River	CA	38.0960303	-121.5699529		
Mosquito Ridge	CA	39.0396236	-120.6663169		
Mount Diablo State Park	CA	37.8627029	-121.9310698		
Mount Tamalpais State Park	CA	37.9038148	-122.5960903		
Muir Woods National Monument	CA	37.8960372	-122.580256		
Navarro Head	CA	39.1965682	-123.7658481		
Navarro River	CA	39.1921239	-123.7611258		
New York Butte	CA	36.647989	-117.9328613		
Nicolaus	CA	38.9032305	-121.5777385		
Northwest Cape	CA	38.5121352	-123.2541745		
Oasis	CA	37.4877096	-117.91565		
Ono	CA	40.4751501	-122.6180702		
Orick	CA	41.2867896	-124.0597937		
Orosi	CA	36.5449499	-119.2873384		
Oroville Dam	CA	39.5387752	-121.4855237		
Owenyo	CA	36.6782657	-118.0442548		
Pacheco Pass	CA	37.066333	-121.2196492		
Palomar Park	CA	37.4816043	-122.2644113		
Pardee Reservoir	CA	38.2574169	-120.8502154		
Paskenta	CA	39.8845994	-122.5458323		
Pebble Beach	CA	36.5663496	-121.9466223		
Pelican Bay	CA	41.8351138	-124.2309172		
Pescadero Point	CA	37.2418892	-122.4196978		
Pilot Hill	CA	38.8349001	-121.0143878		
Cabrillo Point	CA	39.3493389	-123.8283492		
Point Delgada	CA	40.0215325	-124.0691973		
Point Lobos	CA	36.5216283	-121.9527333		
Point Pinos	CA	36.6388482	-121.9302333		
Point Reyes	CA	38.0013176	-122.9969423		
Point San Pedro	CA	37.5938262	-122.5194213		
Point Santa Cruz	CA	36.9513399	-122.0263514		
Pope Valley	CA	38.6151837	-122.427757		
Port Costa	CA	38.0463097	-122.1833005		
Proberta	CA	40.0815453	-122.1705478		
Punta Gorda	CA	40.2612475	-124.3628271		
Ravendale	CA	40.7985091	-120.3652225		
Redwood Valley	CA	39.2654449	-123.2044496		
Richvale	CA	39.4937751	-121.7446978		
Robbins	CA	38.8701766	-121.7063532		
Rocky Point	CA	41.1384567	-124.1636824		
Ruth Lake	CA	40.3687559	-123.4333632		
Mount Saint Helena	CA	38.6693509	-122.6333189		
Saint John Mountain	CA	39.4343263	-122.6930485		
Salmon River	CA	41.3776261	-123.4933922		
Salt Spring Valley Reservoir	CA	38.026035	-120.7602112		
Salyer	CA	40.8901348	-123.5844933		
San Luis Canal	CA	37.1396659	-120.8201952		
San Pablo Bay	CA	38.0665874	-122.3844178		
San Pablo Reservoir	CA	37.9432572	-122.2616356		
San Quentin	CA	37.9413133	-122.4849739		
Santa Clara Valley	CA	37.2488325	-121.8399523		
Sawyers Bar	CA	41.2973587	-123.1303203		
Scotia	CA	40.4823573	-124.1008808		
Scott Bar Mountains	CA	41.6998574	-122.9428128		
Shaffer Mountain	CA	40.4468438	-120.3571632		
Shasta	CA	40.5993165	-122.4919571		
Sheridan	CA	38.9796179	-121.3755114		
Sierraville	CA	39.5896256	-120.3674301		
Alviso	CA	37.426051	-121.9752373		
Arbuckle Mountain	CA	40.3998712	-122.8666857		
Cache Creek	CA	38.6915712	-121.7580191		
Lake Crowley	CA	37.5885433	-118.7062375		
El Nido	CA	37.1349442	-120.4921291		
Grapevine Mountains	CA	36.9652162	-117.1492338		
Harry L. Englebright Lake	CA	39.2401708	-121.2702368		
Humboldt Bay	CA	40.7498484	-124.2095057		
Lodoga	CA	39.3018307	-122.4891522		
Mayacmas Mountains	CA	38.6693509	-122.6333189		
Mono Valley	CA	38.1027004	-118.9454195		
Monterey Bay	CA	36.7999557	-121.9010668		
Napa Valley	CA	38.25936	-122.2888623		
O'Neals	CA	37.1282815	-119.6943135		
Pillar Point	CA	37.4988303	-122.498034		
Lake Pillsbury	CA	39.4071054	-122.9586114		
Point Reyes National Seashore	CA	38.0665908	-122.8844386		
Sacramento National Wildlife Refuge	CA	39.4084959	-122.1660902		
Sawtooth Ridge	CA	39.2193452	-120.6802107		
Snelling	CA	37.5191028	-120.4374151		
Soda Springs	CA	39.3232377	-120.3799251		
South Dos Palos	CA	36.9643919	-120.653239		
Split Mountain	CA	37.020768	-118.4223233		
Stewarts Point	CA	38.6546349	-123.4080645		
Stirling City	CA	39.9076606	-121.5280275		
Strawberry Point	CA	37.8874263	-122.5063627		
Sutter National Wildlife Refuge	CA	39.0829483	-121.7560801		
Thornton	CA	38.2260268	-121.4246733		
Tinemaha Reservoir	CA	37.0552105	-118.2270429		
Tomales Bay	CA	38.169643	-122.909996		
Tomales Point	CA	38.2326968	-122.9874998		
Trinity River	CA	41.1848488	-123.708672		
Tuolumne	CA	37.9607582	-120.2374109		
Turlock Lake	CA	37.6118774	-120.5940884		
Ubehebe Peak	CA	36.6910482	-117.5856257		
Union City	CA	37.5957678	-122.0191282		
Upper Crystal Springs Reservoir	CA	37.5093828	-122.35136		
Upper Lake	CA	39.1646129	-122.9105515		
Upper San Leandro Reservoir	CA	37.7640948	-122.097186		
Upper Yosemite Falls	CA	37.7563139	-119.5968325		
Valpe Ridge	CA	37.4863237	-121.6630041		
Vina	CA	39.932936	-122.0538745		
Waucoba Mountain	CA	37.0221525	-118.0073113		
Weimar	CA	39.0373968	-120.9724425		
Weott	CA	40.3218069	-123.9217063		
Westley	CA	37.549376	-121.1991036		
Whitethorn	CA	40.0237557	-123.9430832		
Wild Cow Mountain	CA	40.83237	-122.5594613		
Willow Ranch	CA	41.9023885	-120.3582886		
Yuba River	CA	39.1273923	-121.5966322		
Agua Hedionda	CA	33.1425384	-117.3275379		
Alamo River	CA	33.2122608	-115.6216572		
All American Canal	CA	32.7053268	-115.0585829		
Amargosa River	CA	36.2435621	-116.8567186		
Amboy	CA	34.5577721	-115.7444411		
Anacapa Island	CA	34.0044486	-119.3995603		
Anacapa Passage	CA	34.0161145	-119.4640081		
Andrade	CA	32.7258807	-114.725789		
Argus Range	CA	36.0857789	-117.4683953		
Atwood	CA	33.8655708	-117.8308905		
Augustine Reservation	CA	33.650319	-116.190901		
Avawatz Mountains	CA	35.5069188	-116.2847431		
Batiquitos Lagoon	CA	33.0897626	-117.2880926		
Bear Mountain	CA	35.2049624	-118.6381473		
Black Mountains	CA	36.1488435	-116.6586555		
Boulevard	CA	32.6636712	-116.273629		
Bristol Lake	CA	34.4622192	-115.6738827		
Bristol Mountains	CA	34.8491539	-116.0550092		
Buena Vista Lagoon	CA	33.1730928	-117.3500384		
Buena Vista Lake Bed	CA	35.1949652	-119.2973345		
Bullion Mountains	CA	34.379441	-115.9405563		
Cadiz	CA	34.5199973	-115.5127662		
Cadiz Lake	CA	34.2947265	-115.3955401		
Cadiz Valley	CA	34.03779	-115.2383142		
Cady Mountains	CA	34.9227637	-116.4164119		
Calabasas	CA	34.1577833	-118.6384203		
Camden	CA	36.431061	-119.7979143		
Cantil	CA	35.3088502	-117.9684031		
Capitan Grande Reservation	CA	32.925983	-116.729328		
Casitas Springs	CA	34.3713862	-119.3065023		
Lake Casitas	CA	34.3716637	-119.3348368		
Casmalia	CA	34.8380355	-120.5312785		
Chatsworth Reservoir	CA	34.2275039	-118.6314773		
Chemehuevi Valley	CA	34.5272305	-114.7174651		
China Lake	CA	35.7235652	-117.6145074		
Chocolate Mountains	CA	33.4658611	-115.5835995		
Clark Mountain	CA	35.5252588	-115.5891664		
Clifton	CA	33.8275154	-118.3797962		
Coachella Canal	CA	33.3358663	-115.5513766		
Cogswell Reservoir	CA	34.2444476	-117.9645093		
Coso Peak	CA	36.2027196	-117.7139608		
Coso Range	CA	36.14161	-117.6897923		
Cottonwood Mountains	CA	36.4621649	-117.3272864		
Cottonwood Pass	CA	35.7802417	-120.2070888		
Cowan Heights	CA	33.7777952	-117.7739427		
Coxcomb Mountains	CA	33.9366798	-115.3419267		
Coyote Lake	CA	35.0702582	-116.7547554		
Cuddeback Lake	CA	35.2896885	-117.477		
Ewiiaapaayp Reservation	CA	32.84144	-116.38546		
Daggett	CA	34.8633187	-116.888092		
Cerritos	CA	33.8583484	-118.0647871		
Dale Lake	CA	34.1347253	-115.7124923		
Danby Lake	CA	34.2305655	-115.1110889		
Deadman Lake	CA	34.3127768	-116.1366731		
Descanso	CA	32.8528287	-116.6158525		
Desert Center	CA	33.7125191	-115.4022052		
Devils Den	CA	35.7655165	-119.9748587		
Devils Gate Reservoir	CA	34.1852835	-118.1759057		
Devils Playground	CA	34.9485983	-115.8266681		
Dunlap Acres	CA	34.0311254	-117.1075341		
Eagle Mountains	CA	33.8505689	-115.5560979		
East Highline Canal	CA	33.1675378	-115.4044276		
East Mesa	CA	33.0580962	-115.3241469		
Edgemont	CA	33.9202949	-117.2786518		
El Mirage Lake	CA	34.6438782	-117.5931108		
El Paso Mountains	CA	35.4377373	-117.8158985		
Elderwood	CA	36.4716161	-119.1223301		
Emerson Lake	CA	34.4491634	-116.3972382		
Encino Reservoir	CA	34.1483393	-118.5136947		
Fernbrook	CA	32.968102	-116.9116944		
Ford Dry Lake	CA	33.640856	-115.0188589		
Fort Yuma Indian Reservation	CA	32.78441	-114.645379		
Franklin Canyon Reservoir	CA	34.0947307	-118.4109126		
Funeral Mountains	CA	36.391619	-116.6119924		
Garey	CA	34.8885904	-120.31488		
Glamis	CA	32.997542	-115.0719158		
Glenview	CA	32.8322727	-116.9058591		
Goffs	CA	34.9191646	-115.0627541		
Granite Mountains	CA	34.7930456	-115.7102742		
Greenwater Range	CA	36.1719004	-116.5467085		
Lake Gregory	CA	34.2466729	-117.2675432		
Grizzly Bay	CA	38.1179733	-122.0232972		
Gulf of Santa Catalina	CA	33.2503114	-117.7511632		
Harper Lake	CA	35.0305321	-117.2900494		
Lake Havasu	CA	34.2964037	-114.1396694		
Hayfield Lake	CA	33.6869636	-115.6052658		
Helendale	CA	34.7438754	-117.324492		
Hinkley	CA	34.9347025	-117.1992124		
Hodge	CA	34.8155403	-117.1933779		
Imperial Reservoir	CA	32.8833761	-114.4677258		
Imperial Valley	CA	32.7375477	-114.9633007		
Inyokern	CA	35.6468991	-117.8125674		
Ivanpah	CA	35.3405433	-115.3105436		
Ivanpah Lake	CA	35.54165	-115.3952707		
Jacumba	CA	32.6175626	-116.189739		
Jacumba Mountains	CA	32.7197811	-116.1725168		
Jamacha Junction	CA	32.739775	-116.9433589		
Lake Jennings	CA	32.8569943	-116.8933591		
Johannesburg	CA	35.3727406	-117.6347823		
Keeler	CA	36.4871576	-117.8739694		
Kelso	CA	35.0124884	-115.6536072		
Koehn Lake	CA	35.3255174	-117.8886783		
La Presa	CA	32.7081085	-116.9972487		
Laguna Point	CA	34.0950063	-119.1089925		
Lavic Lake	CA	34.6702686	-116.3414067		
Lemoncove	CA	36.3827271	-119.0245475		
Lindcove	CA	36.3577274	-119.0645489		
Little Lake	CA	35.9366136	-117.9067408		
Little San Bernardino Mountains	CA	33.9741776	-116.3166753		
Lobecks Pass	CA	34.6783401	-114.6221865		
Los Alamos	CA	34.7444264	-120.2782114		
Los Angeles River	CA	33.7564069	-118.1889569		
Los Nietos	CA	33.9683465	-118.0706228		
Lower Otay Lake	CA	32.609779	-116.9269677		
Lucerne Lake	CA	34.5041646	-116.9542022		
Ludlow	CA	34.7211004	-116.1600117		
Manzanita Reservation	CA	32.754717	-116.346162		
Maturango Peak	CA	36.1205003	-117.4956184		
Lake McClure	CA	37.5852123	-120.2701881		
McKittrick	CA	35.3055201	-119.6226239		
Mesquite Lake	CA	34.2180565	-116.0625032		
Mesquite Lake	CA	35.7199778	-115.5852804		
Mission Bay	CA	32.7792158	-117.2342029		
Mockingbird Reservoir	CA	33.8944606	-117.4189341		
Mojave Desert	CA	35.4166495	-115.5841649		
Montalvo	CA	34.2538929	-119.2037197		
Moreno	CA	33.9175171	-117.1578126		
Mustang Ridge	CA	36.2313534	-120.8199011		
Nelson Range	CA	36.556881	-117.656461		
Nipton	CA	35.4666532	-115.2722098		
Nopah Range	CA	36.0060759	-116.080301		
Ord Mountains	CA	34.6577711	-116.7525307		
Oro Grande	CA	34.5988813	-117.3342134		
Otay	CA	32.5947777	-117.0644718		
Otterbein	CA	33.9875125	-117.8847835		
Owlshead Mountains	CA	35.7291286	-116.7372591		
Palen Lake	CA	33.7675188	-115.206366		
Palen Mountains	CA	33.7966852	-115.0608062		
Palo Verde	CA	33.432807	-114.7321814		
Palo Verde Mesa	CA	33.6816891	-114.7110721		
Palo Verde Valley	CA	33.3575314	-114.7085696		
Pinnacles National Monument	CA	36.4666316	-121.1760328		
Piute Range	CA	35.214994	-115.0049778		
Pixley National Wildlife Refuge	CA	35.9171759	-119.3623369		
Point Arguello	CA	34.5772066	-120.6507263		
Point Buchon	CA	35.2552534	-120.8990702		
Point Loma	CA	32.7000512	-117.246703		
Point Sal	CA	34.9030336	-120.6704513		
Point San Luis	CA	35.1608085	-120.7582319		
Point Sur	CA	36.3052413	-121.8994009		
Pond	CA	35.7177326	-119.3287234		
Providence Mountains	CA	35.0302676	-115.5280479		
Purisima Point	CA	34.7560921	-120.6365603		
Rancho Santa Fe	CA	33.0203211	-117.202813		
Rice	CA	34.0836252	-114.8496918		
Rimforest	CA	34.2297292	-117.2250419		
Rio Hondo	CA	33.9322371	-118.1750701		
Ripley	CA	33.5253044	-114.6560685		
Rogers Lake	CA	34.9219222	-117.8275649		
Rosamond Lake	CA	34.8322018	-118.0656269		
Sacramento Mountains	CA	34.7750043	-114.7508012		
Saltdale	CA	35.3591276	-117.8875671		
Salton Sea	CA	33.3333686	-115.8341629		
San Ardo	CA	36.0205207	-120.9051826		
San Diego Bay	CA	32.6500534	-117.1341978		
San Gorgonio Mountain	CA	34.1005667	-116.8286341		
San Jacinto Peak	CA	33.814463	-116.6791834		
San Lorenzo River	CA	36.9641173	-122.0124622		
San Lucas	CA	36.1288547	-121.0204672		
San Luis Obispo Bay	CA	35.1660863	-120.726564		
San Miguel Island	CA	34.0397186	-120.3754264		
San Miguel Passage	CA	33.9919426	-120.2548586		
San Simeon	CA	35.6438587	-121.1907533		
San Simeon Point	CA	35.636081	-121.1949201		
San Vicente Reservoir	CA	32.9122701	-116.9250274		
Santa Barbara Island	CA	33.4755796	-119.0362111		
Santa Catalina Island	CA	33.3833613	-118.4175764		
Santa Cruz Channel	CA	33.9877824	-119.9267947		
Santa Margarita	CA	35.3899734	-120.609057		
Santa Maria River	CA	34.9708101	-120.6501731		
Santa Rosa Island	CA	33.950003	-120.1009639		
Santa Susana	CA	34.2716694	-118.7089797		
Santa Ynez River	CA	34.6919266	-120.6018362		
Saticoy	CA	34.2830582	-119.1498291		
Shadow Valley	CA	35.5474791	-115.7283382		
Shandon	CA	35.6552465	-120.3754325		
Shoshone	CA	35.9730179	-116.2711387		
Silver Lake	CA	35.3380353	-116.1089034		
Sirretta Peak	CA	35.9238366	-118.3345274		
Sisquoc River	CA	34.9030346	-120.3123799		
Slate Range	CA	35.6088487	-117.2111594		
Soboba Reservation	CA	33.776713	-116.885765		
Soda Lake	CA	35.1652606	-116.0722342		
Soda Mountains	CA	35.2166471	-116.234185		
South Fontana	CA	34.0627896	-117.4889386		
South Pass	CA	34.8566681	-114.8841379		
Springville	CA	36.1302265	-118.8181495		
Stone Canyon Reservoir	CA	34.105841	-118.4531363		
Sudden	CA	34.5399847	-120.5398885		
Sunday Peak	CA	35.7824511	-118.5861989		
Sweetwater Mountains	CA	38.436632	-119.305193		
Tecopa	CA	35.8482993	-116.2264127		
Telescope Peak	CA	36.169949	-117.0892224		
Thermal	CA	33.6403013	-116.1394485		
Tierra Blanca Mountains	CA	32.89033	-116.2625144		
Toro Peak	CA	33.5233623	-116.4255689		
Towne Pass	CA	36.401611	-117.2803407		
Traver	CA	36.4552287	-119.4848471		
Trona	CA	35.7627322	-117.3728346		
Troy Lake	CA	34.8330435	-116.5658613		
Upper Otay Lake	CA	32.6489444	-116.9319684		
Upper Van Norman Lake	CA	34.3033342	-118.4914738		
